Amharic,Oromo
ቶም ከድመቶች ይልቅ ውሾችን ይመርጣል።,Toom saree caalaa saawwan filata.
ቶም ዮሀንስን አስመስሎ ነበር።,Toom Joon fakkeesse.
ቶም መስማት የተሳነው መስሎ ነበር።,Toom akka waan gurri isaa hin dhageenyeetti of fakkeesse.
ቶም ሀብታም መስሎ ነበር።,Toom nama sooressa fakkeesse.
ቶም በፀጉሩ ውስጥ ጄል ያስቀምጣል።,Toom rifeensa isaa keessa jeel kaa'a.
ቶም እስከ ቤቱ ድረስ ሮጠ።,Toom karaa hundumaa gara manaatti fiige.
ቶም ፈረንሳይኛ ብዙም አይናገርም።,Toom yeroo muraasaaf afaan Faransaayii dubbata.
ቶም ብዙ መፅሀፍትን ያነባል።,Toom kitaabota baay'ee dubbisa.
ቶም ችግሩን ተገነዘበ።,Toom rakkina kana hubate.
ቶም ወዲያው ተመለሰ።,Toom battaluma sanatti deebi'e.
ቶም ወደ ክፍሉ ተመለሰ።,Toom gara kutaa isaatti deebi'e.
ቶም ማርያም ደደብ ነበረች አለ።,Toom Maariyaam gowwaa akka taate dubbateera.
ቶም ማርያም ትመጣለች አለ።,Toom Maariyaam ni dhufti jedhe.
ቶም እነዚህን እንደሚፈልግ ተናግሯል።,Toom warra sana akka barbaadu dubbateera.
ቶም መሞት እንደሚፈልግ ተናግሯል።,Toom du'uu akka barbaadu dubbate.
ቶም ንፁህ ነኝ አለ።,Toom qulqulluu akka ta'e dubbateera.
ቶም ጡረታ እንደሚወጣ ተናግሯል።,Toom soorama ba'aa akka jiru dubbateera.
ቶም ተርቦ ነበር አለ።,Toom beela'ee akka jiru dubbateera.
ቶም እንደሚገዛው ተናግሯል።,Toom akka bitu dubbate.
ቶም ተርበሃል አለ።,Toom akka ati beelofte jedhe.
ቶም ብቸኝነትህን ተናግሯል።,Toom kophaa taatee jirta jedhe.
ቶም ሶፋው ላይ ተቀመጠ።,Toom soofaa irra taa'e.
ቶም አላደረገም ይላል።,Toom akka hin hojjenne dubbata.
ቶም አላውቅም አለ።,Toom akkan hin beekne dubbata.
ቶም ደክሞኛል ብሏል።,Toom akka dadhabe dubbata.
ቶም ብልሃተኛ ነህ አለህ።,Toom ati nama ogeessa jedha.
ቶም የመታጠቢያ ገንዳውን አፀዳው።,Toom bathtub sana xuuxe.
ቶም በጣም የተደሰተ ይመስላል።,Toom baay'ee waan gammade fakkaata.
ቶም ከማርያም ጋር ብዙም አያወራም።,Toom yeroo muraasa qofa Meerii wajjin haasaʼa.
ቶም የበለጠ መብላት ነበረበት።,Toom caalaatti nyaachuu qaba ture.
ቶም ማርያምን ማመን የለበትም።,Toom Maariyaam amanachuu hin qabu.
ቶም አትክልቱን አሳየኝ።,Toom iddoo biqiltuu isaa natti agarsiise.
ቶም ሰነዶችን ፈርመዋል።,Toom sanadoota sana mallatteesse.
ቶም በግማሽ ልብ ፈገግ አለ።,Toom walakkaa garaa kolfe.
ቶም መኪናውን ለማርያም ሸጠ።,Toom konkolaataa isaa Meeriitti gurgure.
ቶም ፈረንሳይኛ ይናገራል አይደል?,Toom Afaan Faransaayii dubbata mitiiree?
ቶም ከማርያም ጋር ጊዜ አሳልፏል።,Toom Meerii wajjin yeroo dabarseera.
ቶም ፍፁም ፈረንሳይኛ ተናግሯል።,Toom afaan Faransaayii mudaa hin qabne dubbata ture.
ቶም አሁንም አልከፈለኝም።,Toom ammallee kaffaltii naaf hin kaffalle.
ቶም አሁንም ልምምድ ያስፈልገዋል።,Toom ammallee shaakala barbaachisa.
ቶም አሁንም ፈረንሳይኛን ያጠናል።,Toom ammallee afaan Faransaayii barata.
ቶም የማርያምን ብስክሌት ሰረቀ።,Toom biskileetii Meerii hate.
ቶም እንደ መርከበኛ ይምላል።,Toom akka nama doonii oofutti kakata.
ቶም ጠላቴ ነኝ ብሎ ያስባል።,Toom ani diina isaa natti fakkaata.
ቶም ማርያምን ዝም እንድትል ነገራት።,Toom Meerii akka calliste itti hime.
ቶም እዚህ እንድጠብቅ ነገረኝ።,Toom asitti akkan eegu natti hime.
ቶም ቆሻሻውን አወጣ።,Toom balfa sana baase.
ቶም የተሳሳተ ባቡር ወሰደ።,Toom baabura dogoggoraa fudhate.
ቶም የተረጋጋ ለመምሰል ሞከረ።,Toom tasgabbaa'ee fakkaachuuf yaale.
ቶም ሙቀቱን ቀነሰ።,Toom ho'a gadi buuse.
ቶም ማሞቂያውን አብርቷል።,Toom hoo'isaa sana qabsiise.
ቶም ወታደር ነበር።,Toom duraan loltuu ture.
ቶም የስልጣን ጥመኞች ነበሩ።,Toom duraan hawwii guddaa qaba ture.
ቶም ስራውን ይወድ ነበር።,Toom duraan hojii isaa ni jaallata ture.
ቶም የማርያምን መቃብር ጎበኘ።,Toom awwaala Maariyaam daawwate.
ቶም ሰኞ ላይ ጎበኘኝ።,Toom Isniina na daawwate.
ቶም ቼዝ መጫወት ፈለገ።,Toom cheezii taphachuu barbaade.
ቶም እንድረዳው ይፈልጋል።,Toom akkan isa gargaaru barbaada.
ቶም ጠበቃ መሆን ይፈልጋል።,Toom ogeessa seeraa ta'uu barbaada.
ቶም ከእርስዎ ጋር መሄድ ይፈልጋል።,Toom si waliin deemuu barbaada.
ቶም ሙዚቃ ማጥናት ይፈልጋል።,Toom muuziqaa barachuu barbaada.
ቶም ሊያናግርህ ይፈልጋል።,Toom si haasofsiisuu barbaada.
ቶም የሚታመን ጓደኛ ነበር።,Toom michuu amanamaa ture.
ቶም በጣም እየደማ ነበር።,Toom dhiigni baay'ee dhangala'aa ture.
ቶም ከማርያም በፊት ተወለደ።,Toom Maariyaam dura dhalate.
ቶም እንደ የገና አባት ለብሶ ነበር።,Toom uffata Saantaa uffatee ture.
ቶም ጥቁር ልብስ ለብሶ ነበር።,Toom uffata gurraacha uffatee ture.
ቶም እንደ ስኩንክ ሰክሮ ነበር።,Toom akka skunk machaa'ee ture.
ቶም በ 2013 ተገድሏል።,Toom bara 2013 ajjeefame.
ቶም ስልጣን ለመልቀቅ ተገደደ።,Toom aangoo gadhiisuuf dirqame.
ቶም እየተናደዱ ነበር።,Toom jeeqamaa ture.
ቶም በቦስተን ተገደለ።,Toom Boostonitti ajjeefame.
ቶም በማርያም ተገደለ።,Toom kan ajjeefame Meeriidha.
ቶም የመጀመሪያ ባለቤቴ ነበር።,Toom abbaa manaa koo isa jalqabaa ture.
ቶም የትም አይታይም።,Toom bakka tokkottillee hin mul'atu ture.
ቶም በእንጨት ላይ ተቀምጧል።,Toom muka tokko irra taa'ee ture.
ቶም በመስመር ላይ ቆሞ ነበር።,Toom tarree dhaabatee ture.
ቶም እንደኔ ፈጣን አልነበረም።,Toom akka koo saffisaan hin turre.
ቶም ዛሬ እቤት አልነበረም።,Toom har'a mana hin turre.
ቶም ክፉኛ አልተጎዳም።,Toom akka malee hin miidhamne.
ቶም ጫማ አልለበሰም።,Toom kophee hin uffannee ture.
ቶም በጥርጣሬ ተመለከተ።,Toom shakkiidhaan ilaale.
ቶም ዛሬ ማታ እዚህ ይሆናል።,Toom galgala kana as ni argama.
ቶም አይሆንም ሊል ይችላል።,Toom lakki jechuu hin oolu.
ቶም አይራራም።,Toom nama hin mararfatu.
ቶም በማስታወቂያ ውስጥ ይሰራል።,Toom hojii beeksisa irratti hojjeta.
ቶም ቦስተን አይወድም።,Toom Booston hin jaallatu ture.
ቶም የገና አባት ደብዳቤ ፃፈ።,Toom xalayaa Santaaf barreesse.
የቶም ቦርሳ በጣም ቀላል ነበር።,Borsaan Toomii baayyee salphaa ture.
ቶም በማንኛውም ደቂቃ አሁን ያበቃል።,Tom's due daqiiqaa kamiyyuu amma.
የቶም ቤተሰብ ሃይለኛ ነው።,Maatiin Toomii humna guddaa qabu.
የቶም የመጀመሪያ መኪና ሰማያዊ ነበር።,Konkolaataan Toom inni jalqabaa bifa diimaa ture.
የቶም ሀሳቦች እብድ ይመስሉ ነበር።,Yaadni Toomii maraatummaa fakkaata ture.
የቶም እናት በጣም ጥብቅ ነች።,Haati Toom baayyee cimtuudha.
የቶም እናት ካናዳዊ ነች።,Haati Toom lammii Kanaadaati.
የቶም ሙዚቃ ቆንጆ ነው።,Muuziqaan Toomii bareedaadha.
ቶም በጥሩ ስሜት ላይ አይደለም።,Toom miira gaarii keessa hin jiru.
የቶም ወላጆች ጥብቅ ናቸው።,Warri Toom ciccimoodha.
ቶም ጥፋትህ አይደለም።,"Toom, badiin kee miti."
ቶም ፣ ይህንን ማየት አለብዎት።,"Toom, kana arguu qabda."
ነገ የእናቶች ቀን ነው።,Boru guyyaa haadholii ti.
ነገ ልደቷ ነው።,Boru guyyaa dhaloota isheeti.
እንዳታሳዝነኝ ሞክር።,Akka na hin mufachiifne yaali.
ከመጥፎ ኩባንያ ለመራቅ ይሞክሩ።,Hiriyyoota badaa irraa fagaachuuf yaali.
ትንሽ ተጨማሪ ለመብላት ይሞክሩ።,Xiqqoo nyaachuu yaali.
በሚቀጥለው ሰኞ እንደገና ይሞክሩን።,Isniina dhufu irra deebi'aa nu yaalaa.
ቴሌቪዥኑን ያጥፉ።,Televijiinii gadi buusi.
ኤሌክትሪክ ያጥፉ።,Humna ibsaa dhaamsaa.
ቁልፉን ወደ ግራ ያዙሩት።,Furtuu gara bitaatti garagalchi.
አስራ ሁለት እኩል ቁጥር ነው።,Kudha lama lakkoofsa walqixaati.
ከመካከላቸው ሁለቱ ሰጥመዋል።,Isaan keessaa lama bishaaniin liqimfamaniiru.
"በሚያሳዝን ሁኔታ, እውነት ነው።",Kan nama dhibu garuu dhugaadha.
ሌላውን እጅህንም ተጠቀም።,Harka kee isa kaanis fayyadami.
ጥፋት እየጨመረ ነው።,Manca'iinsi baay'achaa jira.
ቢሮዬ ውስጥ ይጠብቁኝ።,Waajjira koo keessatti na eegaa.
ሻይ እስኪፈስ ድረስ ይጠብቁ።,Shaayiin sun akka bishaan keessaa bahu eegaa.
በሎቢ ውስጥ ይጠብቁን።,Loobii keessatti nu eegaa.
በመጠባበቂያ ክፍል ውስጥ ይጠብቁ።,Kutaa eegaa keessatti eegaa.
በተቻለ ፍጥነት ይራመዱ።,Hamma danda'ametti saffisaan deemi.
ጀርባው ላይ ተኝቶ ነበር?,Dugda isaatiin ciisee turee?
ለመስራት አስቸጋሪ ነበር?,Tolchuun rakkisaa turee?
ይህ በእርግጥ የሚያስቆጭ ነበር?,Dhugumayyuu sun gatii qabaa turee?
በሩ ላይ ነበርክ?,Sun ati balbala irra turtee?
ያኔ ህፃኑ እያለቀሰ ነበር?,Yeroo sanatti daa'imni sun boo'aa turee?
መፅሀፉ አስደሳች ነበር?,Kitaabni sun nama hawwataa turee?
የወንድ ጓደኛህ አልነበረም?,Jaalallee kee hin turree?
ወዴት እንደምትሄድ ተመልከት!,Bakka deemtu ilaalaa!
በፍፁም መሄድ አለብን።,Guutumaan guututti deemuu qabna.
ፈተናህን እንቀበላለን።,Qormaata keessan ni fudhanna.
ሁላችንም በፊልሙ ተደሰትን።,Hundi keenya fiilmii kana baay'ee gammadne.
ሁላችንም አንድ አይነት ሀሳብ ነበረን።,Hundi keenya yaada tokko qabna turre.
ሁላችንም የእረፍት ቀናት አለን።,Hundi keenya guyyaa boqonnaa keenya qabna.
ሁላችንም የሆድ ድርቀት አለብን።,Hundi keenya garaa dhukkubbii qabna.
እንደተናደድክ ሁላችንም እናውቃለን።,Hundi keenya akka aarte ni beekna.
ሁላችንም ኢላማውን አጥተናል።,Hundi keenya galma sana darbine.
በረድን እስከ ሞት ድረስ ቀረን።,Nuti qabbanaa'ee du'uuf jennee turre.
ሁላችንም ለመርዳት ደስተኞች ነን።,Hundi keenya gargaaruuf gammachuu guddaa qabna.
ሰላምን እንናፍቃለን።,Nagaa hawwaa jirra.
ሁላችንም ያን ያህል ደህና አይደለንም።,Nuti hangas nageenya hin qabnu.
እኛ በእሱ ትእዛዝ ስር ነን።,Ajaja isaa jala jirra.
ስለአንተ እንጨነቃለን።,Waa'ee keessan yaaddoo keessa jirra.
እንደ ቶም ስራ አልበዛብንም።,Nuti akka Toom hojiin itti baay'atu miti.
እንደ ቶም ሀብታም አይደለንም።,Nuti akka Toom dureeyyii miti.
ለዚህ ዝግጁ አይደለንም።,Kanaaf qophii miti.
እንደሞቱ ገምተናል።,Duute jennee fudhanne.
ምግብ ቤት በላን።,Mana murtii nyaataatti nyaanne.
ይቻላል ብለን እናምናለን።,Ni danda'ama jennee amanna.
አንድ ፓውንድ ሻይ ገዛን።,Shaayii paawundii tokko bitanne.
ዳቦና ወተት ገዛን።,Buddeenaa fi aannan bitanne.
እንቁላል በደርዘን እንገዛለን።,Hanqaaquu kudhaniin bitanna.
እኛ በጣም የተሻለ ማድረግ እንችላለን።,Kana caalaa kana caalaa hojjechuu dandeenya.
በባቡር ውስጥ ማውራት እንችላለን።,Baabura keessatti haasa'uu dandeenya.
በዚህ በኩል መነጋገር እንችላለን።,Kana karaan haasa'uu dandeenya.
ፈረንሳይኛ ልንረዳው እንችላለን።,Afaan Faransaayii hubachuu dandeenya.
እርግጠኛ መሆን አንችልም፣ አይደል?,Mirkaneeffachuu hin dandeenyu mitii?
ያለፈውን መለወጥ አንችልም።,Kan darbe jijjiiruu hin dandeenyu.
የምንፈልገውን ማድረግ አንችልም።,Waan barbaanne gochuu hin dandeenyu.
ከዚህ መውጣት አንችልም።,Kana keessaa bahuu hin dandeenyu.
ዝም ብለን ምንም ማድረግ አንችልም።,Homaa qofa gochuu hin dandeenyu.
እዚህ ብቻ መቆም አንችልም።,As qofa dhaabbachuu hin dandeenyu.
ይህን ማድረጋችንን መቀጠል አንችልም።,Kana itti fufuu hin dandeenyu.
ይህ እንዲሆን መፍቀድ አንችልም።,Akkas akka ta'u gochuu hin dandeenyu.
የእርስዎን ፍላጎቶች ማሟላት አንችልም።,Fedhii keessan guutuu hin dandeenyu.
ለእራት መቆየት አንችልም።,Irbaata nyaachuuf turuu hin dandeenyu.
ከአሁን በኋላ መጠበቅ አንችልም።,Kana booda eeguu hin dandeenyu.
ይህንን ጦርነት ማሸነፍ አንችልም።,Lola kana injifachuu hin dandeenyu.
ያንን እቅድ አወጣን።,Karoora sana raawwanne.
አትክልታችንን አፀዳን።,Iddoo biqiltuu keenya qulqulleessine.
ሬስቶራንቱን ዘጋነው።,Manni nyaataa cufne.
እርስ በርስ እንደጋገፋለን።,Wal-dabala.
እሱን ማሳመን አልቻልንም።,Isa amansiisuu hin dandeenye.
ቶምን መጠበቅ አልቻልንም።,Toomii eeguu hin dandeenye.
ሌሊቱን ሙሉ ጨፈርን።,Halkan guutuu shubbifne.
እስከ እኩለ ሌሊት ድረስ ጨፈርን።,Hanga halkan walakkaa shubbifne.
ሁሉንም በራሳችን አደረግን።,Hundaa ofuma keenyaan hojjenne.
የምንችለውን አድርገናል።,Waan dandeenyu hunda hojjenne.
የታዘዝነውን አደረግን።,Waan nutti himame raawwanne.
ብዙም አንታይም ነበር።,Baay'ee dheeraa hin ilaalle.
እድል አልነበረንም።,Carraa hin dhaabbanne.
በቦስተን አልቆየንም።,Booston keessa hin turre.
ለኣመታት አልተነጋገርንም።,Waggootaaf hin haasofne.
ችግሩን ተወያይተናል።,Rakkoo kana irratti mari'anneerra.
ሌሎች ምርጫዎች አሉን።,Filannoo biraa qabna.
በጣም ጥሩ ንግድ እንሰራለን።,Daldala baayyee gaarii hojjenna.
እስካሁን እቅድ የለንም።,Hanga ammaatti karoora hin qabnu.
ምርጫ የለንም።,Filannoo tokkollee hin qabnu.
ያንን ማድረግ የለብንም።,Akkas gochuun nu hin barbaachisu.
ይህን ማድረግ የለብንም።,Kana gochuun nurra hin jiru.
ግጥሙን አናውቅም።,Jechoota sirbaa isaa hin beeknu.
ምክንያቱን አናውቅም።,Sababni isaa hin beeknu.
ምን እንደሆነ አናውቅም።,Maal akka ta'e hin beeknu.
ከአሁን በኋላ አያስፈልገንም።,Kana booda nu hin barbaachisu.
ቶምን በትክክል አናውቀውም።,Dhuguma Toom hin beeknu.
እዚህ ፍሬ አንሸጥም።,Asitti firii hin gurgurru.
እንግዳዎችን አናምንም።,Nama hin beekne hin amannu.
መዘግየት አንፈልግም።,Harkifachuu hin barbaannu.
ይህን ማድረግ አንፈልግም።,Kana gochuu hin barbaannu.
ብዙ ቡና ጠጥተናል።,Buna baay'ee dhugne.
ሾርባን በማንኪያ እንበላለን።,Shorbaa spoonjiidhaan nyaanna.
ፕሬዝዳንት መረጥነው።,Pirezidaantii isa filanne.
ከእሱ ብዙ እንጠብቃለን።,Waan baay'ee isarraa eeganna.
ለእሷ አዘንን።,Isheedhaaf mararfannaan nutti dhagaʼame.
ዛሬ ጠዋት አገኘነው።,Har'a ganama arganne.
ትምህርት ቤት የምንሄደው ለመማር ነው።,Barachuuf gara mana barumsaa deemna.
ትምህርት ቤት ልንማር ነው የምንሄደው።,Barachuuf gara mana barumsaa deemna.
አብረን ወደ ትምህርት ቤት እንሄዳለን።,Mana barumsaa waliin deemna.
ተመሳሳይ ትምህርት ቤት ነው የምንሄደው።,Mana barumsaa tokko deemna.
ጫካ ውስጥ ጠፋን።,Bosona keessaa badne.
ትናንት ማታ ተዘርፈናል።,Halkan edaa saamamne.
በየቀኑ እንቀራረብ ነበር።,Guyyaa guyyaan walitti dhihaachaa deemna turre.
ዛሬ ብዙ ተዝናንተናል።,Har'a baay'ee bashannanne.
የሚጠጣ ውሃ አልነበረንም።,Bishaan dhugaatii hin qabnu turre.
ምንም የሚያመሳስለን ነገር አልነበረንም።,Waan wal fakkaatu hin qabnu turre.
የዶሮ ሾርባ ነበረን።,Shorbaa hanqaaquu tokko tokko nyaanne.
ትንሽ ችግር አለብን።,Rakkoo xiqqoo qabna.
ብዙ የምንሰራው ነገር አለ።,Kana caalaa waan baay'ee qabna.
ብዙ የምንወያይበት ነገር አለ።,Waan baay'ee irratti mari'achuu qabna.
ጥብቅ የጊዜ ሰሌዳ አለን።,Sagantaa cimaa qabna.
ብዙ ተወዳዳሪዎች አሉን።,Dorgomtoota hedduu qabna.
ዛሬ ትምህርት የለንም።,Har'a daree hin qabnu.
ምንም ተጨማሪ ክምችት የለንም።,Kana caalaa istookii keessa hin qabnu.
የተለየ እቅድ የለንም።,Karoora addaa hin qabnu.
ለእርስዎም አንድ አለን።,Siif illee tokko qabna.
ስኳር አጥተናል።,Sukkaarri nu dhumeera.
ዛሬ ያንን ማድረግ አለብን።,Har'a sana gochuu qabna.
ምርጫ ማድረግ አለብን።,Filannoo gochuu qabna.
አደጋውን መውሰድ አለብን።,Balaa fudhachuu qabna.
ጊዜያችን በጣም ትንሽ ነው።,Yeroo baayyee xiqqaa qabna.
ብዙ ጊዜ የለንም።,Yeroo baay'ee hin arganne.
እስካሁን አልተሳካልንም።,Ammallee hin milkoofne.
ቦምቡ ሲፈነዳ ሰምተናል።,Boombiin akka dho'u dhageenye.
እንደገና እንደምናገኝ ተስፋ እናደርጋለን።,Ammas akka wal arginu abdii qabna.
ሻይ ከህንድ እናስገባለን።,Shaayii Hindii irraa galchina.
ደስተኛ መሆን ብቻ ነው የምንፈልገው።,Gammachuu qofa barbaanna.
መዝናናት ብቻ ነው የምንፈልገው።,Bashannana qofa barbaanna.
ስራ እንደበዛብህ እናውቃለን።,Hojiin akka sitti baay'atu ni beekna.
እንደታመሙ እናውቃለን።,Akka dhukkubsattee jirtu ni beekna.
በግማሽ ሰኣት ውስጥ እንተዋለን።,Walakkaa sa'aatii booda deemna.
እኛ ባለማመን አዳመጥን።,Kufriidhaan dhaggeeffanne.
ገንዘባችንን በሙሉ አጥተናል።,Maallaqa keenya hunda dhabne.
ለሽርሽር መሄድ እንወዳለን።,Piiknikii deemuun ni jaallanna.
ወይን ወይን ወይን እንሰራለን።,Wayinii gara wayinii ni tolchina.
የመጨረሻው ባቡር አምልጦናል።,Baabura isa dhumaa irraa hafne.
ለፖሊስ ማሳወቅ አለብን።,Poolisii akeekkachiisuu qabna.
